a_user_id,words,distance,booksperuser,Vocabulary Size,missingwords,missing words %,,,
A1643N5J4G4ZZ0,265,1.372044055,68,622,735,73.5,,,
A3B3ODDZ59Y4II,265,1.327735729,128,440,735,73.5,,,
A2A2O4LPO8UN1D,265,1.332206021,121,445,735,73.5,,,
A1G58QNGDBNO4Y,265,1.394547844,97,595,735,73.5,,,
A1L4E7AANAJIR1,265,1.384116402,69,448,735,73.5,,,
A7GKQIEIG6W7B,265,1.331325003,41,477,735,73.5,,,
A2H2NQ3MEP0VWD,265,1.370779808,54,390,735,73.5,,,
A22D05OFVKB44J,265,1.285516938,85,416,735,73.5,,,
A1RSJEHTGZBK73,265,1.326625836,52,440,735,73.5,,,
A2VW1QYZOELXS3,265,1.401992755,126,461,735,73.5,,,
A1XEIIWZUQSBWV,264,1.348687201,70,453,736,73.6,,,
A13DCNWGSQP3QL,264,1.38660683,55,419,736,73.6,,,
AZO85A1JAGBGR,264,1.292208104,43,423,736,73.6,,,
A2K9B14G5EQI8K,264,1.342124454,37,547,736,73.6,,,
A1T72Z52TO7SLR,264,1.329459474,42,485,736,73.6,,,
A39VAGWVB8AYCU,264,1.287103334,72,493,736,73.6,,,
AF61QMJIK8Q7Y,264,1.424916603,43,581,736,73.6,,,
A2I2QPIUZ9DJC6,264,1.323126575,58,453,736,73.6,,,
A1HWKTWEJKXPRT,264,1.318744293,35,445,736,73.6,,,
A28XDS3ZO511UH,264,1.388025802,46,540,736,73.6,,,
A2VRSIJZXK1U2V,264,1.38839708,46,516,736,73.6,,,
A2M5W973S7VJT7,264,1.306089149,45,494,736,73.6,,,
A3O38QLL1JKQRZ,264,1.376075733,39,458,736,73.6,,,
A2XQYE6TJYROHQ,264,1.464940875,42,598,736,73.6,,,
A3KEP02F00HE5U,264,1.283585444,45,385,736,73.6,,,
AZZPTYC0F6FWA,264,1.41079546,38,519,736,73.6,,,
A3CMIEYL0TJLC2,264,1.444473589,296,721,736,73.6,,,
A3DS2H4X38HO76,264,1.368695974,30,526,736,73.6,,,
AJ1RTW7DTLRNL,264,1.481498669,116,512,736,73.6,,,
A368T4BKJW0KJ3,264,1.33179124,31,437,736,73.6,,,
A3MMRFCDOUFCUR,264,1.364280019,62,562,736,73.6,,,
A10SRJNBFF2BGY,264,1.315871495,43,445,736,73.6,,,
A1QKK75DTZFIRC,264,1.32052012,32,517,736,73.6,,,
A2YOKQ47HB9I2X,264,1.346870965,146,521,736,73.6,,,
A1FKV7C48XEALI,264,1.363456509,33,502,736,73.6,,,
A14AXE7F41A3PS,264,1.466410903,54,521,736,73.6,,,
A11LDMZ93PYNJC,264,1.332342711,79,488,736,73.6,,,
A2ZBZ14KDTPN0W,264,1.376438977,41,476,736,73.6,,,
A31FBGAJYXGX6,264,1.348760658,64,469,736,73.6,,,
A1CAPX0IYM785L,264,1.314851257,34,492,736,73.6,,,
AQO0RKP06S9KN,264,1.333437474,34,481,736,73.6,,,
A25GLX05NDEQ3G,264,1.296770716,31,422,736,73.6,,,
AKLEOQGYYBM7Q,264,1.331918323,128,412,736,73.6,,,
ARYFEQ8F6N0T,264,1.403262754,103,618,736,73.6,,,
AZA1Y2Z1SA3NF,264,1.302911756,38,471,736,73.6,,,
A1RVBBUUSVZWD1,264,1.334093034,38,456,736,73.6,,,
A3B1HO1P9VA2Y4,264,1.347570678,46,529,736,73.6,,,
A3JWV2T9M1EG3H,264,1.342084997,128,448,736,73.6,,,
ABEM75A84MZV0,264,1.443745045,39,551,736,73.6,,,
A13BPK588G6YRJ,264,1.367582276,43,494,736,73.6,,,
AH5R8KRUPZ7LR,264,1.359295021,44,535,736,73.6,,,
A3QW8YKPJIQMZX,264,1.349234864,39,418,736,73.6,,,
A1I5KY3AZHDNQQ,264,1.357860331,84,547,736,73.6,,,
A52GWV9EU9KYP,264,1.38601266,45,491,736,73.6,,,
A37UQS6EWRMCQO,264,1.338933179,136,493,736,73.6,,,
A2S1A01PWKB8PJ,264,1.297398529,65,514,736,73.6,,,
A3M333GYMKIG8A,264,1.308731622,56,403,736,73.6,,,
AT3HA4USMUL4S,264,1.342160874,32,407,736,73.6,,,
A1RPHHSEJHKFUN,264,1.30631446,44,454,736,73.6,,,
A16KMFU8B357CY,264,1.385970183,37,544,736,73.6,,,
A36K96REEEQFY4,264,1.335355168,54,441,736,73.6,,,
A17L5JZ27X8YIU,264,1.359169147,82,483,736,73.6,,,
ACBBLGDJCGU42,264,1.295232201,30,420,736,73.6,,,
A7W8U2D439UEC,264,1.403891002,60,453,736,73.6,,,
A3CZJPTLJBO1Q1,264,1.436939409,35,559,736,73.6,,,
A3HB95F7MDIFAO,264,1.267901283,37,428,736,73.6,,,
A2D8U0ZCG4LFZ0,263,1.349542179,65,569,737,73.7,,,
A1AK358B6PXR64,263,1.311275159,55,422,737,73.7,,,
AN5AYQE6CVJFF,263,1.35361213,32,458,737,73.7,,,
A3B9YVPW42GS5Q,263,1.290324672,58,403,737,73.7,,,
A1TCWOEEZ550P8,263,1.340546982,37,388,737,73.7,,,
A2ALPLTMHCNAIA,263,1.286381482,43,495,737,73.7,,,
A3EQ3SH24TYAP3,263,1.31745982,44,401,737,73.7,,,
A1STTO3UGQT9XD,263,1.321078496,60,483,737,73.7,,,
AI6X0TGYG52A5,263,1.355279315,54,456,737,73.7,,,
A12FQU5APANYJM,263,1.359976325,43,464,737,73.7,,,
AX6RWLTHRQR7,263,1.326012223,125,413,737,73.7,,,
A1SPJ2V6721MKR,263,1.362158568,49,526,737,73.7,,,
AXUL5OITZTMKO,263,1.346352312,33,461,737,73.7,,,
A3JDNQTQEQGYBI,263,1.329290552,50,432,737,73.7,,,
A34OZ8QE1SLSCJ,263,1.358489749,41,493,737,73.7,,,
A2GTFCHJBMZJ78,263,1.296868954,30,458,737,73.7,,,
A396USEP2A4HIQ,263,1.311990835,39,513,737,73.7,,,
A3491UKLMJNSE5,263,1.301095247,41,467,737,73.7,,,
A4PBAD6FKTHR0,263,1.348251332,80,463,737,73.7,,,
ANUWRX1S79BH2,263,1.424081957,38,495,737,73.7,,,
A3CL15THSCWJLM,263,1.352689411,35,446,737,73.7,,,
A3UWVXZ998DULX,263,1.384849362,33,527,737,73.7,,,
A2I1FCE78576GM,263,1.341251252,30,491,737,73.7,,,
AD2ZTJF7SDWK7,263,1.396984972,81,554,737,73.7,,,
A1KOLBDXLKX96G,263,1.391681887,30,501,737,73.7,,,
A1KDR5CCSKMUB3,263,1.335745874,32,457,737,73.7,,,
A3M6V9ANORQPAD,263,1.347016769,33,460,737,73.7,,,
A2BP14K9STLRHH,263,1.312246218,32,420,737,73.7,,,
A1I67DTCROOS25,263,1.331524024,45,496,737,73.7,,,
A1750YQO449YVG,263,1.296068989,68,432,737,73.7,,,
A8YX5H0YWTFBN,263,1.326719491,59,503,737,73.7,,,
AA2BDFK212GNC,263,1.33087409,47,472,737,73.7,,,
A2MXTJNTOIGLAJ,263,1.537042717,32,653,737,73.7,,,
A2J5D0X333VSID,263,1.351335279,43,533,737,73.7,,,
A33WWMH1L8W42Q,263,1.29815305,57,510,737,73.7,,,
A1TFG684U99KVD,263,1.293132637,42,429,737,73.7,,,
A2WADHJJ3CX3PZ,263,1.329218916,32,476,737,73.7,,,
ACSBPGRGAZ6CJ,263,1.360380733,39,486,737,73.7,,,
A1KIYAXRHLFAK,263,1.344781949,75,438,737,73.7,,,
A3DHAPM8LB4JYY,263,1.446109229,190,493,737,73.7,,,
A16HQB6GTXWKBD,263,1.303096246,59,411,737,73.7,,,
A3SF0UIGT8B0K3,263,1.313408266,51,447,737,73.7,,,
A1L9SQJ96K424D,263,1.342086433,47,438,737,73.7,,,
A31TOZVB9PB89,263,1.344239736,128,406,737,73.7,,,
A3MI4K1BLHAILW,263,1.358790297,51,468,737,73.7,,,
A1HBBRD2NLUAZ8,263,1.274809246,30,385,737,73.7,,,
A34G9R0WJSKZQZ,263,1.346745395,36,431,737,73.7,,,
A3OXS7GH1XZ5UV,263,1.292216253,71,489,737,73.7,,,
A1UPHVLY1D8HQZ,263,1.291162017,49,427,737,73.7,,,
A19VWK4ZT4OC3X,263,1.430165546,104,473,737,73.7,,,
A1FJK4KCW1J4R0,263,1.305035216,71,418,737,73.7,,,
A14P4UH613ZFQZ,263,1.322619429,199,491,737,73.7,,,
A3IY316DRNF5F2,263,1.40916228,45,571,737,73.7,,,
A20W0ALUJMJ2F8,263,1.290348399,66,453,737,73.7,,,
AQVJFUT70ZH4Z,263,1.363860572,35,557,737,73.7,,,
A2WVGQ87HZSK1E,263,1.335212734,40,530,737,73.7,,,
A2UZ8R22HJF2MQ,263,1.329357263,53,474,737,73.7,,,
A3K3X7T9A094RQ,263,1.353277343,42,472,737,73.7,,,
A3LUO2G15KI9MM,263,1.443277543,43,471,737,73.7,,,
A2HOCY6NFNL1HS,263,1.326164175,45,426,737,73.7,,,
A1ZQR1NJ4HEFG5,263,1.286163791,31,427,737,73.7,,,
A4FCR77QOLJB,263,1.354250843,52,544,737,73.7,,,
A24MDUL3CC1KTY,263,1.270974257,30,430,737,73.7,,,
A1612NC2UBHIUO,263,1.35469835,101,486,737,73.7,,,
A2MHQVOP5WQMSE,263,1.351426383,54,567,737,73.7,,,
A7OZUFBVG983K,262,1.329037505,33,493,738,73.8,,,
A1EQQGCKL4JWUZ,262,1.293084158,56,452,738,73.8,,,
A7ZY3TC468P5X,262,1.319733506,45,396,738,73.8,,,
A1X93FZ32M33O2,262,1.310899848,48,424,738,73.8,,,
A1X29PLYC168T,262,1.327756917,80,520,738,73.8,,,
A2BAVMF7WEYHWR,262,1.33819239,39,561,738,73.8,,,
A1J5H6O3NATG0B,262,1.345148945,68,516,738,73.8,,,
A2BMNWCFZXZ4ZS,262,1.352321404,109,510,738,73.8,,,
AKOUTAECBYM2B,262,1.320824237,32,548,738,73.8,,,
AAI75U5LZ1SQY,262,1.353854631,30,493,738,73.8,,,
A2QWS1V6B3ZOZ3,262,1.319192273,30,457,738,73.8,,,
A123QM9P1VGGVU,262,1.311306901,53,481,738,73.8,,,
A1BPV2HAZ19MDY,262,1.278215531,32,430,738,73.8,,,
A1YY8OYV1EDMWW,262,1.383717116,32,474,738,73.8,,,
ABJG6BAVOTJUG,262,1.381697899,38,569,738,73.8,,,
A39KJBUN1GVKRE,262,1.309914608,33,438,738,73.8,,,
A3FCFDD13DFE62,262,1.289014534,37,461,738,73.8,,,
A1NUUEUAA9MRKU,262,1.615824785,34,722,738,73.8,,,
A201ZSP2MC82SR,262,1.316690136,37,484,738,73.8,,,
A382DQH5UWU7SG,262,1.2985755,32,395,738,73.8,,,
A1OSC6POZYEFDV,262,1.342298303,50,455,738,73.8,,,
A13BU01CKT40RS,262,1.355148557,35,434,738,73.8,,,
A1B0I4C64W79HU,262,1.312353661,64,421,738,73.8,,,
A1F9FJ3TV1ZFPI,262,1.330391663,51,482,738,73.8,,,
A3FT9972CY7NL4,262,1.411957432,92,436,738,73.8,,,
A19QW89NCQ3W15,262,1.364489563,78,483,738,73.8,,,
A8DOVHU4V1KFW,262,1.395182604,89,511,738,73.8,,,
A2IDGUIJ0KUO39,262,1.340962723,36,442,738,73.8,,,
AAR54YU16NAHC,262,1.313626477,47,490,738,73.8,,,
A19MT34ID3DQ6M,262,1.372939878,101,633,738,73.8,,,
A2NOBH7KUUAGNT,262,1.367046533,65,515,738,73.8,,,
AJOXH616XO3UI,262,1.405337587,36,544,738,73.8,,,
A3IB3AKU4N66XD,262,1.36422677,42,445,738,73.8,,,
A3A5LVNWH8P0XW,262,1.325463112,106,443,738,73.8,,,
AQJDS4J9W273W,262,1.422667678,32,599,738,73.8,,,
A5LYQUIU2WYC5,262,1.415430341,80,561,738,73.8,,,
A3DUPXEW857NA6,262,1.287092484,48,407,738,73.8,,,
A25D0JEBMCS6YI,262,1.286044722,99,422,738,73.8,,,
A1WSRZATV3MLXQ,262,1.378432817,63,472,738,73.8,,,
A15U7ETGD4PE9X,262,1.340758123,61,424,738,73.8,,,
AN5XAE3CTE6PB,262,1.329022529,54,459,738,73.8,,,
A31LKT075T8TK0,262,1.3232561,52,510,738,73.8,,,
A166IYSRCNWFVH,262,1.277228785,71,393,738,73.8,,,
A1UAH9DLEN7R6C,262,1.308402873,32,399,738,73.8,,,
A5N1BMF2SWO2L,262,1.360707151,54,459,738,73.8,,,
AWCDY3WDUZT0W,262,1.352248871,97,495,738,73.8,,,
A1P6YL5US5G6TU,262,1.335350245,34,417,738,73.8,,,
A2K3NGEJMPJ8H4,262,1.311278974,31,467,738,73.8,,,
A3B8M1H2TOWU7C,262,1.356914231,43,485,738,73.8,,,
AZUT6RFT4AZEI,262,1.336254522,43,488,738,73.8,,,
A3VOKA74IG7T4J,262,1.312565344,40,438,738,73.8,,,
A3RYOXOL4E1GFM,262,1.340123721,72,408,738,73.8,,,
A1NG74QJX6DKKZ,262,1.354358238,35,457,738,73.8,,,
AYIRSM2MDKEUU,262,1.340299613,39,462,738,73.8,,,
A2C5QJC4GPII3S,262,1.357456275,60,497,738,73.8,,,
A3V1D64VXD5AJ3,262,1.384252359,42,459,738,73.8,,,
ALXSSUO0MFMA9,262,1.371572003,39,551,738,73.8,,,
ATO47WB5K30WV,262,1.343115897,46,507,738,73.8,,,
A384X76CEEK7FK,262,1.391944998,70,421,738,73.8,,,
A1PP5Q6E9K3ZWY,262,1.35545611,32,489,738,73.8,,,
A1SQP925AXUIK7,261,1.343360428,36,532,739,73.9,,,
A1PZK2U55LWYX3,261,1.320172572,30,442,739,73.9,,,
A3D2FD9G2IZUJA,261,1.385064367,31,528,739,73.9,,,
AMYS6YEEYSNB1,261,1.34807282,44,506,739,73.9,,,
A7BJB12NIAGM4,261,1.309270967,85,445,739,73.9,,,
A1X8U0QNX3PK39,261,1.367887492,30,480,739,73.9,,,
A2GIMHBLKVGDZF,261,1.336539461,40,481,739,73.9,,,
A3JXN8YOIJ8UI8,261,1.391171044,37,433,739,73.9,,,
AM3YQ21A0JZSH,261,1.37205543,32,495,739,73.9,,,
A21OBD8AQEN8NT,261,1.278945587,69,440,739,73.9,,,
A3TXQFW3WPVIZS,261,1.310516863,36,487,739,73.9,,,
A3A8VSAKVY2PUB,261,1.306219707,38,436,739,73.9,,,
A386II5JPHOQOX,261,1.328401873,34,442,739,73.9,,,
A32W00FBS3MUH,261,1.34543649,63,521,739,73.9,,,
A39G624KNGLBSK,261,1.318323007,36,438,739,73.9,,,
A1LZ8B9GYLTNS1,261,1.358350043,37,461,739,73.9,,,
A2LCF0RWCKMVLM,261,1.34357076,49,498,739,73.9,,,
A1WN2R8IBOFJSH,261,1.392707751,110,644,739,73.9,,,
A3MRNY4DL1WZRO,261,1.359579749,65,519,739,73.9,,,
A3UIWWPXLRG6GI,261,1.347911813,43,519,739,73.9,,,
A1822IZLCNM87W,261,1.296915004,31,471,739,73.9,,,
A3LXD6IDS74U8B,261,1.294090149,39,452,739,73.9,,,
ACGFMWJHJS8G,261,1.339156195,30,490,739,73.9,,,
A1ANQTC7PJ0I6O,261,1.353050821,34,502,739,73.9,,,
A2MOPUQ075M2WH,261,1.513746021,54,496,739,73.9,,,
A2BGKGUI30NP86,261,1.301366369,91,433,739,73.9,,,
A33VTKWI33LMOT,261,1.288738125,35,486,739,73.9,,,
A7T6A2N5YKDLM,261,1.434855512,46,502,739,73.9,,,
AX7ZRV05WPVK2,261,1.422331724,251,509,739,73.9,,,
A1HMWW7JXLWHJY,261,1.355836039,145,471,739,73.9,,,
AY17DZYGNYJ0L,261,1.445188302,201,769,739,73.9,,,
A15XI2BEGGFEOW,261,1.376455104,49,479,739,73.9,,,
A16HWG8TOURTGN,261,1.47883878,39,669,739,73.9,,,
A2VWEUSAZRLROR,261,1.320860021,47,475,739,73.9,,,
A19P1TSC2SUJ,261,1.314139855,51,498,739,73.9,,,
A22VG6RZ0QDAGV,261,1.445737489,32,628,739,73.9,,,
A3F61Y8F87X4PH,261,1.320330073,39,509,739,73.9,,,
AZLI4D9UAWKH9,261,1.339474425,37,468,739,73.9,,,
ABHXTZW0DRSIK,261,1.301917523,30,479,739,73.9,,,
A2D1FV531IN3V6,261,1.349507428,66,484,739,73.9,,,
A3K8IDZ5SIDQ3V,261,1.325476223,50,400,739,73.9,,,
A4NLLPT4ZGLN2,261,1.364382339,76,441,739,73.9,,,
A1P5MVT04DVBQW,261,1.313418641,37,437,739,73.9,,,
AHUWTLC984TNR,261,1.305120378,39,453,739,73.9,,,
A2KL4J0OM4WAIP,261,1.333109007,37,465,739,73.9,,,
A229OA04YWM64H,261,1.335067953,50,483,739,73.9,,,
A2UIAX7AJCQQ01,261,1.307956723,47,456,739,73.9,,,
A10OU999KVMUZU,261,1.346066917,32,493,739,73.9,,,
A10WOEH0N1VSE3,261,1.316343112,65,449,739,73.9,,,
A39VFZN1XWVG50,261,1.308268078,33,443,739,73.9,,,
A7GWVTQC4XNY8,261,1.480654714,32,643,739,73.9,,,
A3SXB53BOTF9K4,261,1.354339133,34,446,739,73.9,,,
A3239KYS0H9ZTD,261,1.327608216,66,522,739,73.9,,,
A32QP1ZMJ6JKZ0,261,1.299933992,61,442,739,73.9,,,
A1O0I9RGV8ZCD9,261,1.32519801,36,490,739,73.9,,,
A2E30DLO4M53W9,261,1.323258134,73,412,739,73.9,,,
A36X9Q4JBHADTR,261,1.406422335,36,449,739,73.9,,,
A1V3G7KCFTQBSK,261,1.294124292,32,437,739,73.9,,,
A1HV1MIFX65XU5,261,1.279351392,40,439,739,73.9,,,
A2HGNBFKWNMDHQ,261,1.410311929,39,559,739,73.9,,,
A27QRINSUX5XYK,261,1.316055732,31,423,739,73.9,,,
A3TQK1E9NG3L9T,261,1.332625637,55,464,739,73.9,,,
A37U4HM0UG7FQ0,261,1.320359565,35,441,739,73.9,,,
AA9RGE8TOL081,261,1.39156174,47,486,739,73.9,,,
AKD0HR91GEYD,261,1.476676559,35,523,739,73.9,,,
A1YM70LFXWPVPQ,260,1.389370983,105,489,740,74,,,
A85LSXS3F2GYC,260,1.329400303,107,482,740,74,,,
A1GO7WM7TMLW69,260,1.34040777,34,494,740,74,,,
A37XNZSZMS0SYY,260,1.336350792,33,500,740,74,,,
AAQ9NJ480N9W5,260,1.463205327,44,611,740,74,,,
A1TBCT7195A7IU,260,1.383629989,78,518,740,74,,,
A2THWQKOJG7G1A,260,1.322374875,51,400,740,74,,,
A3RMRVOK2G2FAX,260,1.315707804,95,513,740,74,,,
ASSUWPOTCFU6H,260,1.268583172,40,429,740,74,,,
A1S11O12GBJ68E,260,1.406133084,78,609,740,74,,,
A3SVFMF8UK0JJD,260,1.325406106,54,466,740,74,,,
A31EF21IMGXE7F,260,1.374692128,32,431,740,74,,,
A2PTC941YED6EG,260,1.300809129,41,431,740,74,,,
APUPJOLIKVGBZ,260,1.33615552,44,454,740,74,,,
ANFJCOUUEO1A,260,1.283649853,36,453,740,74,,,
A3UUBA26N5Q2E1,260,1.324625114,31,509,740,74,,,
A1K472KO49GJJ0,260,1.321421266,41,406,740,74,,,
A33F907OHFZ3ZM,260,1.373620758,33,551,740,74,,,
A2Z9B6YNWSN168,260,1.401234008,37,484,740,74,,,
A2W1P255Z6PECX,260,1.342370227,31,449,740,74,,,
ABS3FAOI3M54O,260,1.38988253,39,484,740,74,,,
A2UVR7N8WC5GYY,260,1.337223432,100,451,740,74,,,
A1D10TA6YKMTAB,260,1.371670655,43,558,740,74,,,
A3IYFIBSQ1VR6F,260,1.346409134,34,471,740,74,,,
A2BZKWG2FAKW81,260,1.409604368,36,488,740,74,,,
A1977SJI8SZJMK,260,1.396738543,64,454,740,74,,,
AR80R5RIPKP6H,260,1.28311606,36,425,740,74,,,
A38UFZPW4S8VUN,260,1.421028893,32,530,740,74,,,
AX1TW56QZFTBM,260,1.421462084,36,551,740,74,,,
A18S5MQN3QF6AS,260,1.309993857,33,421,740,74,,,
A3AJYBVN847IB3,260,1.295263564,49,371,740,74,,,
A1CXH7Y1Y15L5E,260,1.376158366,97,546,740,74,,,
AJVYSYD8AW77S,260,1.391459759,36,502,740,74,,,
A1E40IRPP78K3P,260,1.327098864,47,482,740,74,,,
AR1QSUK7R1NOV,260,1.3146733,54,443,740,74,,,
ANQGWQBWY9VT6,260,1.345227644,51,491,740,74,,,
A9NBPOY72Z8SW,260,1.411621143,34,495,740,74,,,
A1P8HQWH4P192U,260,1.376924261,36,478,740,74,,,
A23OYH02PERR0L,260,1.417559013,91,516,740,74,,,
ALMK702JUINY7,260,1.334303226,78,470,740,74,,,
A2J7BCT93K23PU,260,1.311100761,31,448,740,74,,,
AXBRQ9AZ9RTKZ,260,1.344660906,38,574,740,74,,,
A2UW2AJW4G7LJ1,260,1.3717546,41,532,740,74,,,
A1FO2DQG4MMQBT,260,1.316122529,110,430,740,74,,,
A1K1UHZSETTTRR,260,1.290995396,34,434,740,74,,,
A1EGV5RPMQW4II,260,1.37639947,37,486,740,74,,,
A3L432CGEKA90N,260,1.387531564,34,483,740,74,,,
A21ESIT8E234BO,260,1.31709997,35,430,740,74,,,
A160P9RTLYA0EJ,260,1.308737981,32,397,740,74,,,
A1D9N16IPKFY3L,260,1.319369982,36,459,740,74,,,
A17ZSGJ0MGJSQM,260,1.339821727,208,469,740,74,,,
A3CX1VXE02A8YR,260,1.325641875,39,530,740,74,,,
A22HXW8DYOSRU4,260,1.312337507,46,472,740,74,,,
A3KTU16U5H02T7,260,1.348595403,35,555,740,74,,,
A1Y2LLID2I0K24,260,1.396115127,67,484,740,74,,,
A35E67TLPB0D6Y,260,1.333496706,84,505,740,74,,,
A1EHDLPOFYMGU4,260,1.323896611,34,579,740,74,,,
A17K8NF6ATV7KO,260,1.338668645,36,488,740,74,,,
AVLALLFRML1D4,260,1.341689583,50,428,740,74,,,
A2MVJWSOGRCNZ2,260,1.365603684,36,469,740,74,,,
A1SC05T4PXX0UI,260,1.361400322,135,611,740,74,,,
A1S60JTX7965X4,260,1.354921922,49,420,740,74,,,
A17EMUNQ4XBGR7,260,1.293383363,34,409,740,74,,,
AFM8HGCK7GHGB,260,1.412108815,30,480,740,74,,,
A5BN0484ZBIQ,260,1.351376853,32,527,740,74,,,
A1HYK0KMFWCMVU,260,1.375778759,49,485,740,74,,,
A2PEB154MASVDU,260,1.337369567,43,421,740,74,,,
A2139ZOQ3URHP7,260,1.332575533,37,420,740,74,,,
A3FR50N7RBJ9PY,260,1.347522956,47,522,740,74,,,
AQZSBXE2QA9C4,260,1.394621343,55,477,740,74,,,
A1DRH97CJJQNG6,260,1.341539644,100,433,740,74,,,
A2KROI4ILOO4JY,260,1.369916422,206,618,740,74,,,
A13L24Q3OKM0VK,260,1.416655886,51,509,740,74,,,
A2FDDJTFEPWKLC,260,1.343797753,34,428,740,74,,,
A2JH5WLJ2LAZU3,260,1.331610719,36,469,740,74,,,
A17YKVWK0X68ZM,260,1.315318845,52,430,740,74,,,
A3UW942E9AP7ST,260,1.336044537,37,493,740,74,,,
A3RFEO38XYFKW5,259,1.303805615,44,448,741,74.1,,,
A1H9M0HH29QVK4,259,1.341767461,51,439,741,74.1,,,
A2PEKLR1DGLY7L,259,1.34879534,60,517,741,74.1,,,
A2N9MG7QEG6A8F,259,1.326554103,33,473,741,74.1,,,
A1BHK8A4YTEV1Y,259,1.368810919,32,468,741,74.1,,,
AK56P9TMUDM8F,259,1.328536739,148,485,741,74.1,,,
A11AW89G4M5CFF,259,1.335654559,41,402,741,74.1,,,
A1EN3VNBFPYORT,259,1.370311899,55,440,741,74.1,,,
AWYTQ23DGA0AR,259,1.513456705,33,500,741,74.1,,,
A3DG3BKPEIC4LU,259,1.340750549,59,435,741,74.1,,,
ADGGG204GFT01,259,1.350186781,54,461,741,74.1,,,
A37PPTZYTFA5HY,259,1.356707061,44,450,741,74.1,,,
A23IVGD72BSJK0,259,1.361727648,67,530,741,74.1,,,
A1R07X0SV79UQG,259,1.3231081,35,459,741,74.1,,,
A3OZFHND05ORIB,259,1.304511586,89,396,741,74.1,,,
ALW3IUB62CD3N,259,1.327965675,84,508,741,74.1,,,
A17FDFSQ1OLOUN,259,1.389218167,131,536,741,74.1,,,
A240CJW1VJPXAV,259,1.63874895,33,1027,741,74.1,,,
A1GNULOWTAQMWS,259,1.333897408,58,484,741,74.1,,,
A1PVJDRJPOMSDT,259,1.369161542,40,427,741,74.1,,,
A37SRCIUBHF9Y7,259,1.392890473,31,462,741,74.1,,,
A310BJW6IJQNPK,259,1.326998936,31,482,741,74.1,,,
AFIQKSK0HOO1R,259,1.361174757,69,457,741,74.1,,,
AKK7D0330MGO7,259,1.35486064,181,479,741,74.1,,,
A38YAJSGKJXFIX,259,1.324348359,31,485,741,74.1,,,
A21Y4DC6HXC7YD,259,1.352108132,63,428,741,74.1,,,
A3FP3O75HZ4EH0,259,1.307170913,37,491,741,74.1,,,
A4SYYC9E8W0QS,259,1.430660836,45,504,741,74.1,,,
A94KE62OH5URN,259,1.338531155,55,438,741,74.1,,,
AH70YI6PAG4GV,259,1.363081988,59,499,741,74.1,,,
ASY0ATB5VHFM8,259,1.306810745,56,425,741,74.1,,,
AKEIA2CAHUR63,259,1.421840157,123,472,741,74.1,,,
A1V4DL77HBNVF9,259,1.3601733,40,584,741,74.1,,,
A2B7CQ2Z966YEH,259,1.413801253,39,528,741,74.1,,,
A7QSUBTGCE11P,259,1.334384484,41,458,741,74.1,,,
AVSPA2UDRAPY7,259,1.319894071,36,459,741,74.1,,,
ALJ7EX7ZRX845,259,1.380501038,107,399,741,74.1,,,
A391BKEMAK9NQI,259,1.377186789,120,473,741,74.1,,,
ANDR90VLB09Z3,259,1.303040066,55,403,741,74.1,,,
A1UFF53XCE8DZM,259,1.328457256,42,469,741,74.1,,,
A27M75LRSJ788H,259,1.315783065,35,387,741,74.1,,,
AXX604J7R65VU,259,1.385702529,30,516,741,74.1,,,
A1WI3O723AB8VY,259,1.315315757,30,463,741,74.1,,,
A2NZB0JHPN9WUT,259,1.384586338,48,534,741,74.1,,,
A2TFUVQ6LG1FXF,259,1.402772625,30,438,741,74.1,,,
A2DYQLMTKM9LM8,259,1.376836806,169,471,741,74.1,,,
A2M6OQY0OO601L,259,1.350500088,57,519,741,74.1,,,
A1HIRR5ZZ9OO01,259,1.318358533,37,458,741,74.1,,,
A2KF6QQSIFZMT2,259,1.337958338,49,443,741,74.1,,,
A318BJMNDGU16N,259,1.330340913,36,480,741,74.1,,,
A2I1QV1V2M0FLE,259,1.327631444,52,485,741,74.1,,,
AZZKLPBAZY9RH,259,1.366787436,53,522,741,74.1,,,
A4S40JG7YVI8B,259,1.404716212,31,517,741,74.1,,,
AE6KS3JUSJ77A,259,1.395583153,52,493,741,74.1,,,
A1BHP5EGFB5FYU,259,1.338064297,31,445,741,74.1,,,
A1LPI57GVPF0B7,259,1.353470969,58,554,741,74.1,,,
A2DABHVYAKLCU,259,1.285530121,32,378,741,74.1,,,
A2BQHR2HXT3G1J,259,1.347094751,80,479,741,74.1,,,
A1B7DR0K0VCMM,259,1.320280094,179,461,741,74.1,,,
AFGFQQJB79OFM,259,1.402074923,69,464,741,74.1,,,
AEGKF1EYQYXHV,259,1.372481964,35,476,741,74.1,,,
A1SI3S5TOH21PQ,259,1.348537161,34,424,741,74.1,,,
A35P1YA624IQZB,259,1.427987364,31,604,741,74.1,,,
A2J7OQIOFVN92,259,1.295866692,33,474,741,74.1,,,
A3E1SYVJYAO506,259,1.305008646,35,476,741,74.1,,,
A134ANOMEZD1O9,259,1.339500967,75,505,741,74.1,,,
A2JWC1I0MAPIU6,259,1.305661522,36,401,741,74.1,,,
A23MTDO2NWSHZO,259,1.337772515,64,470,741,74.1,,,
A1KIQQ0Q9F2EMZ,259,1.401288146,95,631,741,74.1,,,
A1D80LZ1CY611V,259,1.278675792,42,438,741,74.1,,,
